"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAGtitle","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"2123",2016,"0810D","Environmental Restoration, Defense","DEFW","04","Defense-Wide","Closed Account Adjustments","070","070","045G","Environmental Restoration, Defense","Y","Y","U",2016,"OCO",NA,NA,NA,NA,0
"2124",2016,"0811D","Environmental Restoration Formerly Used Sites","DEFW","05","Defense-Wide","Closed Account Adjustments","080","080","047G","Environmental Restoration Formerly Used Sites","Y","Y","U",2016,"OCO",NA,NA,NA,NA,0
"2125",2016,"0145D","Counterterrorism Partnerships Fund","DEFW","01","Counterterrorism Partnerships Fund","Counterterrorism Partnerships Fund","090","090","010","Counterterrorism Partnerships Fund","Y","Y","U",2016,"OCO",NA,NA,NA,NA,2100000
"2126",2016,"0114D","European Reassurance Initiative","DEFW","01","European Reassurance Initiative","European Reassurantce Initiative","100","100","010","European Reassurance Initiative","Y","Y","U",2016,"OCO",NA,NA,NA,NA,0
"2127",2016,"1236N","Payment to Kaho'olawe Island Fund","NAVY","01","Payment to Kaho'olawe Island Fund","Logistics Operations and Technical Support","110","110","0000","Payment To Kaho'Olawe Island Fund","Y","Y","U",2016,"OCO",NA,NA,NA,NA,0
"2128",2016,"0838D","Support for International Sporting Competitions , Defense","DEFW","01","Operations Support","Closed Account Adjustments","120","120","054","Support of International Sporting Competitions, Defense","Y","Y","U",2016,"OCO",NA,NA,NA,NA,0
"2129",2016,"5188D","Disposal of DoD Real Property","AF","10","Concept Obligations","Disposal of DoD Real Property","130","130","110","Disposal of DoD Real Property","N","N","U",2016,"OCO",NA,NA,NA,NA,0
"2130",2016,"5188D","Disposal of DoD Real Property","ARMY","10","Concept Obligations","Disposal of DoD Real Property","140","140","110","Disposal of DoD Real Property","N","N","U",2016,"OCO",NA,NA,NA,NA,0
"2131",2016,"5188D","Disposal of DoD Real Property","NAVY","10","Concept Obligations","Disposal of DoD Real Property","150","150","110","Disposal of DoD Real Property","N","N","U",2016,"OCO",NA,NA,NA,NA,0
"2132",2016,"5189D","Lease of DoD Real Property","AF","10","Concept Obligations","Lease of DoD Real Property","160","160","110","Lease of DoD Real Property","N","N","U",2016,"OCO",NA,NA,NA,NA,0
"2133",2016,"5189D","Lease of DoD Real Property","ARMY","10","Concept Obligations","Lease of DoD Real Property","170","170","110","Lease of DoD Real Property","N","N","U",2016,"OCO",NA,NA,NA,NA,0
"2134",2016,"5189D","Lease of DoD Real Property","NAVY","10","Concept Obligations","Lease of DoD Real Property","180","180","110","Lease of DoD Real Property","N","N","U",2016,"OCO",NA,NA,NA,NA,0
"2135",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"OCO",NA,NA,NA,NA,NA
"2136",2016,"* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"OCO",NA,NA,NA,NA,NA
"2137",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2016,"Total",NA,NA,NA,1352329,NA
"2138",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2016,"Total",NA,NA,NA,68873,NA
"2139",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2016,"Total",NA,NA,NA,508008,NA
"2140",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","Y","U",2016,"Total",NA,NA,NA,1874136,NA
"2141",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","Y","U",2016,"Total",NA,NA,NA,1316265,NA
"2142",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","Y","U",2016,"Total",NA,NA,NA,1568289,NA
"2143",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","Y","U",2016,"Total",NA,NA,NA,4277807,NA
"2144",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","Y","U",2016,"Total",NA,NA,NA,556790,NA
"2145",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","Y","U",2016,"Total",NA,NA,NA,1214116,NA
"2146",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","Y","U",2016,"Total",NA,NA,NA,7666008,NA
"2147",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2016,"Total",NA,NA,NA,2617169,NA
"2148",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management and Operational Headquarters","Y","Y","U",2016,"Total",NA,NA,NA,421269,NA
"2149",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","130","130","134","Combatant Commanders Core Operations","Y","Y","U",2016,"Total",NA,NA,NA,164743,NA
"2150",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","140","140","135","Additional Activities","Y","Y","U",2016,"Total",NA,NA,NA,4500666,NA
"2151",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","150","150","136","Commanders Emergency Response Program","Y","Y","U",2016,"Total",NA,NA,NA,10000,NA
"2152",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","160","160","137","RESET","Y","Y","U",2016,"Total",NA,NA,NA,1834777,NA
"2153",2016,"2020A","Operation & Maintenance, Army","ARMY","01","Operating Forces","Land Forces Readiness Support","170","170","138","Combatant Commands Direct Mission Support","Y","Y","U",2016,"Total",NA,NA,NA,448633,NA
"2154",2016,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","180","180","211","Strategic Mobility","Y","Y","U",2016,"Total",NA,NA,NA,401638,NA
"2155",2016,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","190","190","212","Army Prepositioned Stocks","Y","Y","U",2016,"Total",NA,NA,NA,301683,NA
"2156",2016,"2020A","Operation & Maintenance, Army","ARMY","02","Mobilization","Mobility Operations","200","200","213","Industrial Preparedness","Y","Y","U",2016,"Total",NA,NA,NA,6532,NA
"2157",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","210","210","311","Officer Acquisition","Y","Y","U",2016,"Total",NA,NA,NA,131536,NA
"2158",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","220","220","312","Recruit Training","Y","Y","U",2016,"Total",NA,NA,NA,47843,NA
"2159",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","230","230","313","One Station Unit Training","Y","Y","U",2016,"Total",NA,NA,NA,42565,NA
"2160",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Accession Training","240","240","314","Senior Reserve Officers Training Corps","Y","Y","U",2016,"Total",NA,NA,NA,490378,NA
"2161",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","250","250","321","Specialized Skill Training","Y","Y","U",2016,"Total",NA,NA,NA,981000,NA
"2162",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","260","260","322","Flight Training","Y","Y","U",2016,"Total",NA,NA,NA,940872,NA
"2163",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","270","270","323","Professional Development Education","Y","Y","U",2016,"Total",NA,NA,NA,230324,NA
"2164",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Basic Skill and Advanced Training","280","280","324","Training Support","Y","Y","U",2016,"Total",NA,NA,NA,603519,NA
"2165",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","290","290","331","Recruiting and Advertising","Y","Y","U",2016,"Total",NA,NA,NA,491922,NA
"2166",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","300","300","332","Examining","Y","Y","U",2016,"Total",NA,NA,NA,194079,NA
"2167",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","310","310","333","Off-Duty and Voluntary Education","Y","Y","U",2016,"Total",NA,NA,NA,227951,NA
"2168",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","320","320","334","Civilian Education and Training","Y","Y","U",2016,"Total",NA,NA,NA,161048,NA
"2169",2016,"2020A","Operation & Maintenance, Army","ARMY","03","Training and Recruiting","Recruiting, and Other Training & Education","330","330","335","Junior Reserve Officer Training Corps","Y","Y","U",2016,"Total",NA,NA,NA,170118,NA
"2170",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","350","350","421","Servicewide Transportation","Y","Y","U",2016,"Total",NA,NA,NA,1015669,NA
"2171",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","360","360","422","Central Supply Activities","Y","Y","U",2016,"Total",NA,NA,NA,813881,NA
"2172",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","370","370","423","Logistic Support Activities","Y","Y","U",2016,"Total",NA,NA,NA,714781,NA
"2173",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Logistics Operations","380","380","424","Ammunition Management","Y","Y","U",2016,"Total",NA,NA,NA,327160,NA
"2174",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","390","390","431","Administration","Y","Y","U",2016,"Total",NA,NA,NA,384813,NA
"2175",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","400","400","432","Servicewide Communications","Y","Y","U",2016,"Total",NA,NA,NA,1781350,NA
"2176",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","410","410","433","Manpower Management","Y","Y","U",2016,"Total",NA,NA,NA,292532,NA
"2177",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","420","420","434","Other Personnel Support","Y","Y","U",2016,"Total",NA,NA,NA,475602,NA
"2178",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","430","430","435","Other Service Support","Y","Y","U",2016,"Total",NA,NA,NA,1119848,NA
"2179",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","440","440","436","Army Claims Activities","Y","Y","U",2016,"Total",NA,NA,NA,225358,NA
"2180",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","450","450","437","Real Estate Management","Y","Y","U",2016,"Total",NA,NA,NA,394105,NA
"2181",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Servicewide Support","460","460","438","Financial Management and Audit Readiness","Y","Y","U",2016,"Total",NA,NA,NA,223319,NA
"2182",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support of Other Nations","470","470","441","International Military Headquarters","Y","Y","U",2016,"Total",NA,NA,NA,469865,NA
"2183",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Support of Other Nations","480","480","442","Misc. Support of Other Nations","Y","Y","U",2016,"Total",NA,NA,NA,40521,NA
"2184",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","490","490","451","Closed Account Adjustments","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2185",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","500","500","471","Foreign Currency Fluctuation","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2186",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Closed Account Adjustments","510","510","493","Defense Environmental Restoration Account (DERA)","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2187",2016,"2020A","Operation & Maintenance, Army","ARMY","04","Admin & Srvwide Activities","Judgment Fund","520","520","461","Judgment Fund","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2188",2016,"2020A","Operation & Maintenance, Army","","04","Admin & Srvwide Activities","","","","9999","Classified Programs","Y","Y","U",2016,"Total",NA,NA,NA,2388606,NA
"2189",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2190",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2016,"Total",NA,NA,NA,16612,NA
"2191",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2016,"Total",NA,NA,NA,488973,NA
"2192",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","Y","U",2016,"Total",NA,NA,NA,105446,NA
"2193",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","Y","U",2016,"Total",NA,NA,NA,517604,NA
"2194",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","Y","U",2016,"Total",NA,NA,NA,87587,NA
"2195",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","Y","U",2016,"Total",NA,NA,NA,349380,NA
"2196",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","Y","U",2016,"Total",NA,NA,NA,81350,NA
"2197",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","Y","U",2016,"Total",NA,NA,NA,59574,NA
"2198",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","Y","U",2016,"Total",NA,NA,NA,591377,NA
"2199",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2016,"Total",NA,NA,NA,245686,NA
"2200",2016,"2080A","Operation & Maintenance, Army Res","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management and Operational Headquarters","Y","Y","U",2016,"Total",NA,NA,NA,40962,NA
"2201",2016,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Logistics Operations","130","130","421","Servicewide Transportation","Y","Y","U",2016,"Total",NA,NA,NA,10665,NA
"2202",2016,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","140","140","431","Administration","Y","Y","U",2016,"Total",NA,NA,NA,18390,NA
"2203",2016,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","150","150","432","Servicewide Communications","Y","Y","U",2016,"Total",NA,NA,NA,14976,NA
"2204",2016,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","160","160","433","Manpower Management","Y","Y","U",2016,"Total",NA,NA,NA,8841,NA
"2205",2016,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Servicewide Support","170","170","434","Recruiting and Advertising","Y","Y","U",2016,"Total",NA,NA,NA,52928,NA
"2206",2016,"2080A","Operation & Maintenance, Army Res","ARMY","04","Admin & Srvwd Activities","Closed Account Adjustments","180","180","451","Closed Account Adjustments","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2207",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","010","010","111","Maneuver Units","Y","Y","U",2016,"Total",NA,NA,NA,711417,NA
"2208",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","020","020","112","Modular Support Brigades","Y","Y","U",2016,"Total",NA,NA,NA,167324,NA
"2209",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","030","030","113","Echelons Above Brigade","Y","Y","U",2016,"Total",NA,NA,NA,745998,NA
"2210",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","040","040","114","Theater Level Assets","Y","Y","U",2016,"Total",NA,NA,NA,88775,NA
"2211",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","050","050","115","Land Forces Operations Support","Y","Y","U",2016,"Total",NA,NA,NA,32130,NA
"2212",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces","060","060","116","Aviation Assets","Y","Y","U",2016,"Total",NA,NA,NA,959589,NA
"2213",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","070","070","121","Force Readiness Operations Support","Y","Y","U",2016,"Total",NA,NA,NA,716004,NA
"2214",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","080","080","122","Land Forces Systems Readiness","Y","Y","U",2016,"Total",NA,NA,NA,84066,NA
"2215",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness","090","090","123","Land Forces Depot Maintenance","Y","Y","U",2016,"Total",NA,NA,NA,166848,NA
"2216",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","100","100","131","Base Operations Support","Y","Y","U",2016,"Total",NA,NA,NA,1046104,NA
"2217",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","110","110","132","Facilities Sustainment, Restoration & Modernization","Y","Y","U",2016,"Total",NA,NA,NA,673680,NA
"2218",2016,"2065A","Operation & Maintenance, ARNG","ARMY","01","Operating Forces","Land Forces Readiness Support","120","120","133","Management and Operational Headquarters","Y","Y","U",2016,"Total",NA,NA,NA,956000,NA
"2219",2016,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Logistics Operations","130","130","421","Servicewide Transportation","Y","Y","U",2016,"Total",NA,NA,NA,6570,NA
"2220",2016,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","140","140","431","Administration","Y","Y","U",2016,"Total",NA,NA,NA,59629,NA
"2221",2016,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","150","150","432","Servicewide Communications","Y","Y","U",2016,"Total",NA,NA,NA,69235,NA
"2222",2016,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","160","160","433","Manpower Management","Y","Y","U",2016,"Total",NA,NA,NA,8841,NA
"2223",2016,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","170","170","434","Other Personnel Support","Y","Y","U",2016,"Total",NA,NA,NA,283670,NA
"2224",2016,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Servicewide Support","180","180","437","Real Estate Management","Y","Y","U",2016,"Total",NA,NA,NA,2942,NA
"2225",2016,"2065A","Operation & Maintenance, ARNG","ARMY","04","Admin & Srvwd Activities","Closed Account Adjustments","190","190","451","Closed Account Adjustments","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2226",2016,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","010","010","110","Sustainment","Y","Y","U",2016,"Total",NA,NA,NA,2214899,NA
"2227",2016,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","020","020","120","Infrastructure","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2228",2016,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","030","030","130","Equipment and Transportation","Y","Y","U",2016,"Total",NA,NA,NA,182751,NA
"2229",2016,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Defense Forces","040","040","140","Training and Operations","Y","Y","U",2016,"Total",NA,NA,NA,281555,NA
"2230",2016,"2091A","Afghanistan Security Forces Fund","ARMY","01","Ministry of Defense","Closed Account Adjustments","050","050","100","Afghanistan Security Forces Fund","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2231",2016,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","060","060","210","Sustainment","Y","Y","U",2016,"Total",NA,NA,NA,901137,NA
"2232",2016,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","070","070","220","Infrastructure","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2233",2016,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","080","080","230","Equipment and Transportation","Y","Y","U",2016,"Total",NA,NA,NA,116573,NA
"2234",2016,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Interior Forces","090","090","240","Training and Operations","Y","Y","U",2016,"Total",NA,NA,NA,65342,NA
"2235",2016,"2091A","Afghanistan Security Forces Fund","ARMY","02","Ministry of Interior","Closed Account Adjustments","100","100","200","Ministry Of Interior","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2236",2016,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Related Activities","110","110","410","Sustainment","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2237",2016,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Related Activities","120","120","440","Training and Operations","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2238",2016,"2091A","Afghanistan Security Forces Fund","ARMY","04","Detainee Ops","Closed Account Adjustments","130","130","400","Iraq Training Facility","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2239",2016,"2096A","Afghanistan Infrastructure Fund","ARMY","01","Afghanistan Infrastructure Fund","Closed Account Adjustments","010","010","110","Power","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"2240",2016,"2097A","Iraq Train and Equip Fund","ARMY","01","Iraq Train and Equip Fund","Defense Forces","010","010","140","Iraq Train and Equip Fund","Y","Y","U",2016,"Total",NA,NA,NA,715000,NA
"2241",2016,"2098A","Syria Train and Equip Fund","ARMY","01","Syria Train and Equip Fund","Defense Forces","010","010","140","Syria Train and Equip Fund","Y","Y","U",2016,"Total",NA,NA,NA,6e+05,NA
"2242",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","010","010","1A1A","Mission and Other Flight Operations","Y","Y","U",2016,"Total",NA,NA,NA,5298782,NA
"2243",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","020","020","1A2A","Fleet Air Training","Y","Y","U",2016,"Total",NA,NA,NA,1830611,NA
"2244",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","030","030","1A3A","Aviation Technical Data & Engineering Services","Y","Y","U",2016,"Total",NA,NA,NA,37335,NA
"2245",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","040","040","1A4A","Air Operations and Safety Support","Y","Y","U",2016,"Total",NA,NA,NA,107969,NA
"2246",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","050","050","1A4N","Air Systems Support","Y","Y","U",2016,"Total",NA,NA,NA,503345,NA
"2247",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","060","060","1A5A","Aircraft Depot Maintenance","Y","Y","U",2016,"Total",NA,NA,NA,973433,NA
"2248",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","070","070","1A6A","Aircraft Depot Operations Support","Y","Y","U",2016,"Total",NA,NA,NA,35971,NA
"2249",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Air Operations","080","080","1A9A","Aviation Logistics","Y","Y","U",2016,"Total",NA,NA,NA,578157,NA
"2250",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","090","090","1B1B","Mission and Other Ship Operations","Y","Y","U",2016,"Total",NA,NA,NA,5472536,NA
"2251",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","100","100","1B2B","Ship Operations Support & Training","Y","Y","U",2016,"Total",NA,NA,NA,804109,NA
"2252",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","110","110","1B4B","Ship Depot Maintenance","Y","Y","U",2016,"Total",NA,NA,NA,7883780,NA
"2253",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Ship Operations","120","120","1B5B","Ship Depot Operations Support","Y","Y","U",2016,"Total",NA,NA,NA,1554863,NA
"2254",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","130","130","1C1C","Combat Communications","Y","Y","U",2016,"Total",NA,NA,NA,737992,NA
"2255",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","140","140","1C2C","Electronic Warfare","Y","Y","U",2016,"Total",NA,NA,NA,96916,NA
"2256",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","150","150","1C3C","Space Systems and Surveillance","Y","Y","U",2016,"Total",NA,NA,NA,192198,NA
"2257",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","160","160","1C4C","Warfare Tactics","Y","Y","U",2016,"Total",NA,NA,NA,480396,NA
"2258",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","170","170","1C5C","Operational Meteorology and Oceanography","Y","Y","U",2016,"Total",NA,NA,NA,374176,NA
"2259",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","180","180","1C6C","Combat Support Forces","Y","Y","U",2016,"Total",NA,NA,NA,1700816,NA
"2260",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","190","190","1C7C","Equipment Maintenance","Y","Y","U",2016,"Total",NA,NA,NA,133955,NA
"2261",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","200","200","1C8C","Depot Operations Support","Y","Y","U",2016,"Total",NA,NA,NA,2443,NA
"2262",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","210","210","1CCH","Combatant Commanders Core Operations","Y","Y","U",2016,"Total",NA,NA,NA,98914,NA
"2263",2016,"1804N","Operation & Maintenance, Navy","NAVY","01","Operating Forces","Combat Operations/Support","220","220","1CCM","Combatant Commanders Direct Mission Support","Y","Y","U",2016,"Total",NA,NA,NA,73110,NA
