"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","LineNumber","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"5824",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","170 ","0604402N","Unmanned Combat Air Vehicle (UCAV) Advanced Component and Prototype Development","170 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5825",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","171 ","0604766M","Marine Corps Data Systems","171 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5826",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","172 ","0605525N","Carrier Onboard Delivery (COD) Follow On","172 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5827",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","173 ","0605555N","Strike Weapons Development","173 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5828",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","174 ","0101221N","Strategic Sub & Weapons System Support","174 ","Y","Y","U",2016,"Total",NA,NA,NA,107039,NA
"5829",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","175 ","0101224N","SSBN Security Technology Program","175 ","Y","Y","U",2016,"Total",NA,NA,NA,46506,NA
"5830",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","176 ","0101226N","Submarine Acoustic Warfare Development","176 ","Y","Y","U",2016,"Total",NA,NA,NA,3900,NA
"5831",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","177 ","0101402N","Navy Strategic Communications","177 ","Y","Y","U",2016,"Total",NA,NA,NA,16569,NA
"5832",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","178 ","0203761N","Rapid Technology Transition (RTT)","178 ","Y","Y","U",2016,"Total",NA,NA,NA,18632,NA
"5833",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","179 ","0204136N","F/A-18 Squadrons","179 ","Y","Y","U",2016,"Total",NA,NA,NA,133265,NA
"5834",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","180 ","0204152N","E-2 Squadrons","180 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5835",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","181 ","0204163N","Fleet Telecommunications (Tactical)","181 ","Y","Y","U",2016,"Total",NA,NA,NA,62867,NA
"5836",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","182 ","0204228N","Surface Support","182 ","Y","Y","U",2016,"Total",NA,NA,NA,36045,NA
"5837",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","183 ","0204229N","Tomahawk and Tomahawk Mission Planning Center (TMPC)","183 ","Y","Y","U",2016,"Total",NA,NA,NA,25228,NA
"5838",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","184 ","0204311N","Integrated Surveillance System","184 ","Y","Y","U",2016,"Total",NA,NA,NA,54218,NA
"5839",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","185 ","0204413N","Amphibious Tactical Support Units (Displacement Craft)","185 ","Y","Y","U",2016,"Total",NA,NA,NA,11335,NA
"5840",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","186 ","0204460M","Ground/Air Task Oriented Radar (G/ATOR)","186 ","Y","Y","U",2016,"Total",NA,NA,NA,80129,NA
"5841",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","187 ","0204571N","Consolidated Training Systems Development","187 ","Y","Y","U",2016,"Total",NA,NA,NA,39087,NA
"5842",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","188 ","0204574N","Cryptologic Direct Support","188 ","Y","Y","U",2016,"Total",NA,NA,NA,1915,NA
"5843",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","189 ","0204575N","Electronic Warfare (EW) Readiness Support","189 ","Y","Y","U",2016,"Total",NA,NA,NA,46609,NA
"5844",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","190 ","0205601N","HARM Improvement","190 ","Y","Y","U",2016,"Total",NA,NA,NA,52708,NA
"5845",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","191 ","0205604N","Tactical Data Links","191 ","Y","Y","U",2016,"Total",NA,NA,NA,149997,NA
"5846",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","192 ","0205620N","Surface ASW Combat System Integration","192 ","Y","Y","U",2016,"Total",NA,NA,NA,24460,NA
"5847",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","193 ","0205632N","MK-48 ADCAP","193 ","Y","Y","U",2016,"Total",NA,NA,NA,42206,NA
"5848",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","194 ","0205633N","Aviation Improvements","194 ","Y","Y","U",2016,"Total",NA,NA,NA,117759,NA
"5849",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","195 ","0205675N","Operational Nuclear Power Systems","195 ","Y","Y","U",2016,"Total",NA,NA,NA,101323,NA
"5850",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","196 ","0206313M","Marine Corps Communications Systems","196 ","Y","Y","U",2016,"Total",NA,NA,NA,67763,NA
"5851",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","197 ","0206335M","Common Aviation Command and Control System (CAC2S)","197 ","Y","Y","U",2016,"Total",NA,NA,NA,13431,NA
"5852",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","198 ","0206623M","Marine Corps Ground Combat/Supporting Arms Systems","198 ","Y","Y","U",2016,"Total",NA,NA,NA,56769,NA
"5853",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","199 ","0206624M","Marine Corps Combat Services Support","199 ","Y","Y","U",2016,"Total",NA,NA,NA,20729,NA
"5854",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","200 ","0206625M","USMC Intelligence/Electronic Warfare Systems (MIP)","200 ","Y","Y","U",2016,"Total",NA,NA,NA,13152,NA
"5855",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","201 ","0206629M","Amphibious Assault Vehicle","201 ","Y","Y","U",2016,"Total",NA,NA,NA,48535,NA
"5856",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","202 ","0207161N","Tactical AIM Missiles","202 ","Y","Y","U",2016,"Total",NA,NA,NA,76016,NA
"5857",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","203 ","0207163N","Advanced Medium Range Air-to-Air Missile (AMRAAM)","203 ","Y","Y","U",2016,"Total",NA,NA,NA,32172,NA
"5858",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","204 ","0208058N","Joint High Speed Vessel (JHSV)","204 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5859",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","208 ","0303109N","Satellite Communications (SPACE)","208 ","Y","Y","U",2016,"Total",NA,NA,NA,53239,NA
"5860",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","209 ","0303138N","Consolidated Afloat Network Enterprise Services (CANES)","209 ","Y","Y","U",2016,"Total",NA,NA,NA,21677,NA
"5861",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","210 ","0303140N","Information Systems Security Program","210 ","Y","Y","U",2016,"Total",NA,NA,NA,28102,NA
"5862",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","211 ","0303150M","WWMCCS/Global Command and Control System","211 ","Y","Y","U",2016,"Total",NA,NA,NA,294,NA
"5863",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","213 ","0305160N","Navy Meteorological and Ocean Sensors-Space (METOC)","213 ","Y","Y","U",2016,"Total",NA,NA,NA,599,NA
"5864",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","214 ","0305192N","Military Intelligence Program (MIP) Activities","214 ","Y","Y","U",2016,"Total",NA,NA,NA,6207,NA
"5865",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","215 ","0305204N","Tactical Unmanned Aerial Vehicles","215 ","Y","Y","U",2016,"Total",NA,NA,NA,8550,NA
"5866",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","216 ","0305205N","UAS Integration and Interoperability","216 ","Y","Y","U",2016,"Total",NA,NA,NA,41831,NA
"5867",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","217 ","0305208M","Distributed Common Ground/Surface Systems","217 ","Y","Y","U",2016,"Total",NA,NA,NA,1105,NA
"5868",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","218 ","0305208N","Distributed Common Ground/Surface Systems","218 ","Y","Y","U",2016,"Total",NA,NA,NA,33149,NA
"5869",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","219 ","0305220N","RQ-4 UAV","219 ","Y","Y","U",2016,"Total",NA,NA,NA,227188,NA
"5870",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","220 ","0305231N","MQ-8 UAV","220 ","Y","Y","U",2016,"Total",NA,NA,NA,52770,NA
"5871",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","221 ","0305232M","RQ-11 UAV","221 ","Y","Y","U",2016,"Total",NA,NA,NA,635,NA
"5872",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","222 ","0305233N","RQ-7 UAV","222 ","Y","Y","U",2016,"Total",NA,NA,NA,688,NA
"5873",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","223 ","0305234N","Small (Level 0) Tactical UAS (STUASL0)","223 ","Y","Y","U",2016,"Total",NA,NA,NA,4647,NA
"5874",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","224 ","0305239M","RQ-21A","224 ","Y","Y","U",2016,"Total",NA,NA,NA,6435,NA
"5875",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","225 ","0305241N","Multi-Intelligence Sensor Development","225 ","Y","Y","U",2016,"Total",NA,NA,NA,49145,NA
"5876",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","226 ","0305242M","Unmanned Aerial Systems (UAS) Payloads (MIP)","226 ","Y","Y","U",2016,"Total",NA,NA,NA,9246,NA
"5877",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","227 ","0305421N","RQ-4 Modernization","227 ","Y","Y","U",2016,"Total",NA,NA,NA,150854,NA
"5878",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","228 ","0308601N","Modeling and Simulation Support","228 ","Y","Y","U",2016,"Total",NA,NA,NA,4757,NA
"5879",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","229 ","0702207N","Depot Maintenance (Non-IF)","229 ","Y","Y","U",2016,"Total",NA,NA,NA,24185,NA
"5880",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","230 ","0708011N","Industrial Preparedness","230 ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5881",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development","231 ","0708730N","Maritime Technology (MARITECH)","231 ","Y","Y","U",2016,"Total",NA,NA,NA,4321,NA
"5882",2016,"1319N","Research, Development, Test & Eval, Navy","","07","Operational Systems Development","","9999999999","Classified Programs","","Y","Y","U",2016,"Total",NA,NA,NA,1287932,NA
"5883",2016,"3600F","Research, Development, Test & Eval, AF","AF","01","Basic Research","1   ","0601102F","Defense Research Sciences","1   ","Y","Y","U",2016,"Total",NA,NA,NA,329721,NA
"5884",2016,"3600F","Research, Development, Test & Eval, AF","AF","01","Basic Research","2   ","0601103F","University Research Initiatives","2   ","Y","Y","U",2016,"Total",NA,NA,NA,141754,NA
"5885",2016,"3600F","Research, Development, Test & Eval, AF","AF","01","Basic Research","3   ","0601108F","High Energy Laser Research Initiatives","3   ","Y","Y","U",2016,"Total",NA,NA,NA,13778,NA
"5886",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","4   ","0602102F","Materials","4   ","Y","Y","U",2016,"Total",NA,NA,NA,125234,NA
"5887",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","5   ","0602201F","Aerospace Vehicle Technologies","5   ","Y","Y","U",2016,"Total",NA,NA,NA,123438,NA
"5888",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","6   ","0602202F","Human Effectiveness Applied Research","6   ","Y","Y","U",2016,"Total",NA,NA,NA,100530,NA
"5889",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","7   ","0602203F","Aerospace Propulsion","7   ","Y","Y","U",2016,"Total",NA,NA,NA,182326,NA
"5890",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","8   ","0602204F","Aerospace Sensors","8   ","Y","Y","U",2016,"Total",NA,NA,NA,147291,NA
"5891",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","9   ","0602601F","Space Technology","9   ","Y","Y","U",2016,"Total",NA,NA,NA,116122,NA
"5892",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","10  ","0602602F","Conventional Munitions","10  ","Y","Y","U",2016,"Total",NA,NA,NA,99851,NA
"5893",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","11  ","0602605F","Directed Energy Technology","11  ","Y","Y","U",2016,"Total",NA,NA,NA,115604,NA
"5894",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","12  ","0602788F","Dominant Information Sciences and Methods","12  ","Y","Y","U",2016,"Total",NA,NA,NA,164909,NA
"5895",2016,"3600F","Research, Development, Test & Eval, AF","AF","02","Applied Research","13  ","0602890F","High Energy Laser Research","13  ","Y","Y","U",2016,"Total",NA,NA,NA,42037,NA
"5896",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","14  ","0603112F","Advanced Materials for Weapon Systems","14  ","Y","Y","U",2016,"Total",NA,NA,NA,37665,NA
"5897",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","15  ","0603199F","Sustainment Science and Technology (S&T)","15  ","Y","Y","U",2016,"Total",NA,NA,NA,18378,NA
"5898",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","16  ","0603203F","Advanced Aerospace Sensors","16  ","Y","Y","U",2016,"Total",NA,NA,NA,42183,NA
"5899",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","17  ","0603211F","Aerospace Technology Dev/Demo","17  ","Y","Y","U",2016,"Total",NA,NA,NA,100733,NA
"5900",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","18  ","0603216F","Aerospace Propulsion and Power Technology","18  ","Y","Y","U",2016,"Total",NA,NA,NA,168821,NA
"5901",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","19  ","0603270F","Electronic Combat Technology","19  ","Y","Y","U",2016,"Total",NA,NA,NA,47032,NA
"5902",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","20  ","0603401F","Advanced Spacecraft Technology","20  ","Y","Y","U",2016,"Total",NA,NA,NA,54897,NA
"5903",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","21  ","0603444F","Maui Space Surveillance System (MSSS)","21  ","Y","Y","U",2016,"Total",NA,NA,NA,12853,NA
"5904",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","22  ","0603456F","Human Effectiveness Advanced Technology Development","22  ","Y","Y","U",2016,"Total",NA,NA,NA,25448,NA
"5905",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","23  ","0603601F","Conventional Weapons Technology","23  ","Y","Y","U",2016,"Total",NA,NA,NA,48536,NA
"5906",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","24  ","0603605F","Advanced Weapons Technology","24  ","Y","Y","U",2016,"Total",NA,NA,NA,30195,NA
"5907",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","25  ","0603680F","Manufacturing Technology Program","25  ","Y","Y","U",2016,"Total",NA,NA,NA,42630,NA
"5908",2016,"3600F","Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development","26  ","0603788F","Battlespace Knowledge Development and Demonstration","26  ","Y","Y","U",2016,"Total",NA,NA,NA,46414,NA
"5909",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","27  ","0603260F","Intelligence Advanced Development","27  ","Y","Y","U",2016,"Total",NA,NA,NA,5032,NA
"5910",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","28  ","0603287F","Physical Security Equipment","28  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5911",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","29  ","0603438F","Space Control Technology","29  ","Y","Y","U",2016,"Total",NA,NA,NA,4070,NA
"5912",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","30  ","0603742F","Combat Identification Technology","30  ","Y","Y","U",2016,"Total",NA,NA,NA,21790,NA
"5913",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","31  ","0603790F","NATO Research and Development","31  ","Y","Y","U",2016,"Total",NA,NA,NA,4736,NA
"5914",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","32  ","0603791F","International Space Cooperative R&D","32  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5915",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","33  ","0603830F","Space Security and Defense Program","33  ","Y","Y","U",2016,"Total",NA,NA,NA,30771,NA
"5916",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","34  ","0603851F","Intercontinental Ballistic Missile - Dem/Val","34  ","Y","Y","U",2016,"Total",NA,NA,NA,39765,NA
"5917",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","35  ","0603859F","Pollution Prevention - Dem/Val","35  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5918",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","36  ","0604015F","Long Range Strike","36  ","Y","Y","U",2016,"Total",NA,NA,NA,1246228,NA
"5919",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","37  ","0604317F","Technology Transfer","37  ","Y","Y","U",2016,"Total",NA,NA,NA,3512,NA
"5920",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","38  ","0604327F","Hard and Deeply Buried Target Defeat System (HDBTDS) Program","38  ","Y","Y","U",2016,"Total",NA,NA,NA,54637,NA
"5921",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","39  ","0604337F","Requirements Analysis and Maturation","39  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5922",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","40  ","0604422F","Weather System Follow-on","40  ","Y","Y","U",2016,"Total",NA,NA,NA,76108,NA
"5923",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","41  ","0604458F","Air & Space Ops Center","41  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5924",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","42  ","0604618F","Joint Direct Attack Munition","42  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5925",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","43  ","0604635F","Ground Attack Weapons Fuze Development","43  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5926",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","44  ","0604857F","Operationally Responsive Space","44  ","Y","Y","U",2016,"Total",NA,NA,NA,6457,NA
"5927",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","45  ","0604858F","Tech Transition Program","45  ","Y","Y","U",2016,"Total",NA,NA,NA,246514,NA
"5928",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","46  ","0605230F","Ground Based Strategic Deterrent","46  ","Y","Y","U",2016,"Total",NA,NA,NA,75166,NA
"5929",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","47  ","0105921F","Service Support to STRATCOM - Space Activities","47  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5930",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","48  ","0201184F","Counter Narco-Terrorism Program Office","48  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5931",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","49  ","0207110F","Next Generation Air Dominance","49  ","Y","Y","U",2016,"Total",NA,NA,NA,8830,NA
"5932",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","50  ","0207455F","Three Dimensional Long-Range Radar (3DELRR)","50  ","Y","Y","U",2016,"Total",NA,NA,NA,14939,NA
"5933",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","51  ","0305164F","NAVSTAR Global Positioning System (User Equipment) (SPACE)","51  ","Y","Y","U",2016,"Total",NA,NA,NA,142288,NA
"5934",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","52  ","0306250F","Cyber Operations Technology Development","52  ","Y","Y","U",2016,"Total",NA,NA,NA,81732,NA
"5935",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","53  ","0603260F","Intelligence Advanced Development","53  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5936",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","54  ","0604233F","Specialized Undergraduate Flight Training","54  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5937",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","55  ","0604270F","Electronic Warfare Development","55  ","Y","Y","U",2016,"Total",NA,NA,NA,929,NA
"5938",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","56  ","0604281F","Tactical Data Networks Enterprise","56  ","Y","Y","U",2016,"Total",NA,NA,NA,60256,NA
"5939",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","57  ","0604287F","Physical Security Equipment","57  ","Y","Y","U",2016,"Total",NA,NA,NA,5973,NA
"5940",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","58  ","0604329F","Small Diameter Bomb (SDB)  - EMD","58  ","Y","Y","U",2016,"Total",NA,NA,NA,32624,NA
"5941",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","59  ","0604421F","Counterspace Systems","59  ","Y","Y","U",2016,"Total",NA,NA,NA,24208,NA
"5942",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","60  ","0604425F","Space Situation Awareness Systems","60  ","Y","Y","U",2016,"Total",NA,NA,NA,32374,NA
"5943",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","61  ","0604426F","Space Fence","61  ","Y","Y","U",2016,"Total",NA,NA,NA,243909,NA
"5944",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","62  ","0604429F","Airborne Electronic Attack","62  ","Y","Y","U",2016,"Total",NA,NA,NA,8358,NA
"5945",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","63  ","0604441F","Space Based Infrared System (SBIRS) High EMD","63  ","Y","Y","U",2016,"Total",NA,NA,NA,292235,NA
"5946",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","64  ","0604602F","Armament/Ordnance Development","64  ","Y","Y","U",2016,"Total",NA,NA,NA,40154,NA
"5947",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","65  ","0604604F","Submunitions","65  ","Y","Y","U",2016,"Total",NA,NA,NA,2506,NA
"5948",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","66  ","0604617F","Agile Combat Support","66  ","Y","Y","U",2016,"Total",NA,NA,NA,57678,NA
"5949",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","67  ","0604706F","Life Support Systems","67  ","Y","Y","U",2016,"Total",NA,NA,NA,8187,NA
"5950",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","68  ","0604735F","Combat Training Ranges","68  ","Y","Y","U",2016,"Total",NA,NA,NA,15795,NA
"5951",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","69  ","0604800F","F-35 - EMD","69  ","Y","Y","U",2016,"Total",NA,NA,NA,589441,NA
"5952",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","70  ","0604851F","Intercontinental Ballistic Missile - EMD","70  ","Y","Y","U",2016,"Total",NA,NA,NA,0,NA
"5953",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","71  ","0604853F","Evolved Expendable Launch Vehicle Program (SPACE) - EMD","71  ","Y","Y","U",2016,"Total",NA,NA,NA,84438,NA
"5954",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","72  ","0604932F","Long Range Standoff Weapon","72  ","Y","Y","U",2016,"Total",NA,NA,NA,36643,NA
"5955",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","73  ","0604933F","ICBM Fuze Modernization","73  ","Y","Y","U",2016,"Total",NA,NA,NA,142551,NA
"5956",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","74  ","0605213F","F-22 Modernization Increment 3.2B","74  ","Y","Y","U",2016,"Total",NA,NA,NA,140640,NA
"5957",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","75  ","0605214F","Ground Attack Weapons Fuze Development","75  ","Y","Y","U",2016,"Total",NA,NA,NA,3598,NA
"5958",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","76  ","0605221F","KC-46","76  ","Y","Y","U",2016,"Total",NA,NA,NA,602364,NA
"5959",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","77  ","0605223F","Advanced Pilot Training","77  ","Y","Y","U",2016,"Total",NA,NA,NA,11395,NA
