"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","LineNumber","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"1845",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","27  ","0602786A","Warfighter Technology","27  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1846",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","02","Applied Research","28  ","0602787A","Medical Technology","28  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1847",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","29  ","0603001A","Warfighter Advanced Technology","29  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1848",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","30  ","0603002A","Medical Advanced Technology","30  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1849",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","31  ","0603003A","Aviation Advanced Technology","31  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1850",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","32  ","0603004A","Weapons and Munitions Advanced Technology","32  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1851",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","33  ","0603005A","Combat Vehicle and Automotive Advanced Technology","33  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1852",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","34  ","0603006A","Space Application Advanced Technology","34  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1853",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","35  ","0603007A","Manpower, Personnel and Training Advanced Technology","35  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1854",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","36  ","0603008A","Electronic Warfare Advanced Technology","36  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1855",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","37  ","0603009A","TRACTOR HIKE","37  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1856",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","38  ","0603015A","Next Generation Training & Simulation Systems","38  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1857",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","39  ","0603020A","TRACTOR ROSE","39  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1858",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","40  ","0603125A","Combating Terrorism - Technology Development","40  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1859",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","41  ","0603130A","TRACTOR NAIL","41  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1860",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","42  ","0603131A","TRACTOR EGGS","42  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1861",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","43  ","0603270A","Electronic Warfare Technology","43  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1862",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","44  ","0603313A","Missile and Rocket Advanced Technology","44  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1863",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","45  ","0603322A","TRACTOR CAGE","45  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1864",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","46  ","0603461A","High Performance Computing Modernization Program","46  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1865",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","47  ","0603606A","Landmine Warfare and Barrier Advanced Technology","47  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1866",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","48  ","0603607A","Joint Service Small Arms Program","48  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1867",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","49  ","0603710A","Night Vision Advanced Technology","49  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1868",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","50  ","0603728A","Environmental Quality Technology Demonstrations","50  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1869",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","51  ","0603734A","Military Engineering Advanced Technology","51  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1870",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","52  ","0603772A","Advanced Tactical Computer Science and Sensor Technology","52  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1871",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","03","Advanced Technology Development","53  ","0603794A","C3 Advanced Technology","53  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1872",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","54  ","0603305A","Army Missle Defense Systems Integration","54  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1873",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","55  ","0603308A","Army Space Systems Integration","55  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1874",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","56  ","0603619A","Landmine Warfare and Barrier - Adv Dev","56  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1875",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","57  ","0603627A","Smoke, Obscurant and Target Defeating Sys-Adv Dev","57  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1876",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","58  ","0603639A","Tank and Medium Caliber Ammunition","58  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1877",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","59  ","0603653A","Advanced Tank Armament System (ATAS)","59  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1878",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","60  ","0603747A","Soldier Support and Survivability","60  ","Y","Y","U",2015,"OCO",NA,NA,2000,NA,NA
"1879",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","61  ","0603766A","Tactical Electronic Surveillance System - Adv Dev","61  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1880",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","62  ","0603774A","Night Vision Systems Advanced Development","62  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1881",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","63  ","0603779A","Environmental Quality Technology - Dem/Val","63  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1882",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","64  ","0603782A","Warfighter Information Network-Tactical - DEM/VAL","64  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1883",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","65  ","0603790A","NATO Research and Development","65  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1884",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","66  ","0603801A","Aviation - Adv Dev","66  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1885",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","67  ","0603804A","Logistics and Engineer Equipment - Adv Dev","67  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1886",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","68  ","0603807A","Medical Systems - Adv Dev","68  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1887",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","69  ","0603827A","Soldier Systems - Advanced Development","69  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1888",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","70  ","0603850A","Integrated Broadcast Service","70  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1889",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","71  ","0604100A","Analysis Of Alternatives","71  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1890",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","72  ","0604115A","Technology Maturation Initiatives","72  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1891",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","73  ","0604120A","Assured Positioning, Navigation and Timing (PNT)","73  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1892",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","74  ","0604319A","Indirect Fire Protection Capability Increment 2-Intercept (IFPC2)","74  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1893",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","04","Advanced Component Development & Prototypes","75  ","0604785A","Integrated Base Defense (Budget Activity 4)","75  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1894",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","76  ","0604201A","Aircraft Avionics","76  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1895",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","77  ","0604220A","Armed, Deployable Helos","77  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1896",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","78  ","0604270A","Electronic Warfare Development","78  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1897",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","79  ","0604280A","Joint Tactical Radio","79  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1898",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","80  ","0604290A","Mid-tier Networking Vehicular Radio (MNVR)","80  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1899",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","81  ","0604321A","All Source Analysis System","81  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1900",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","82  ","0604328A","TRACTOR CAGE","82  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1901",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","83  ","0604601A","Infantry Support Weapons","83  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1902",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","84  ","0604604A","Medium Tactical Vehicles","84  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1903",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","85  ","0604611A","JAVELIN","85  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1904",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","86  ","0604622A","Family of Heavy Tactical Vehicles","86  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1905",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","87  ","0604633A","Air Traffic Control","87  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1906",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","88  ","0604641A","Tactical Unmanned Ground Vehicle (TUGV)","88  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1907",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","89  ","0604710A","Night Vision Systems - Eng Dev","89  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1908",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","90  ","0604713A","Combat Feeding, Clothing, and Equipment","90  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1909",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","91  ","0604715A","Non-System Training Devices - Eng Dev","91  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1910",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","92  ","0604741A","Air Defense Command, Control and Intelligence - Eng Dev","92  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1911",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","93  ","0604742A","Constructive Simulation Systems Development","93  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1912",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","94  ","0604746A","Automatic Test Equipment Development","94  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1913",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","95  ","0604760A","Distributive Interactive Simulations (DIS) - Eng Dev","95  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1914",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","96  ","0604780A","Combined Arms Tactical Trainer (CATT) Core","96  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1915",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","97  ","0604798A","Brigade Analysis, Integration and Evaluation","97  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1916",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","98  ","0604802A","Weapons and Munitions - Eng Dev","98  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1917",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","99  ","0604804A","Logistics and Engineer Equipment - Eng Dev","99  ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1918",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","100 ","0604805A","Command, Control, Communications Systems - Eng Dev","100 ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1919",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","101 ","0604807A","Medical Materiel/Medical Biological Defense Equipment - Eng Dev","101 ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1920",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","102 ","0604808A","Landmine Warfare/Barrier - Eng Dev","102 ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1921",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","103 ","0604814A","Artillery Munitions - EMD","103 ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1922",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","104 ","0604818A","Army Tactical Command & Control Hardware & Software","104 ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1923",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","105 ","0604820A","Radar Development","105 ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
"1924",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","05","System Development & Demonstration","106 ","0604822A","General Fund Enterprise Business System (GFEBS)","106 ","Y","Y","U",2015,"OCO",NA,NA,0,NA,NA
