"ID","SourceFiscalYear","AccountDSI","TreasuryAgencyCode","MainAccountCode","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","IncludeInTOA","Classified","FiscalYear","OriginType","PBtotal","PBtype","EnactedTotal","EnactedType","SpecialType","ActualTotal"
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration",155,"0605504N","Multi-Mission Maritime (MMA) Increment III","Y","U",2016,"Total",,,91616,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration",156,"0204202N","DDG-1000","Y","U",2016,"Total",,,103179,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration",157,"0303167N","Pre-Auction Spectrum Relocation Fund","Y","U",2016,"Total",,,0,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration",158,"0303267N","Auctioned Spectrum Relocation Fund","Y","U",2016,"Total",,,0,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration",159,"0304231N","Tactical Command System - MIP","Y","U",2016,"Total",,,998,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration",160,"0304785N","Tactical Cryptologic Systems","Y","U",2016,"Total",,,17785,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration",161,"0305124N","Special Applications Program","Y","U",2016,"Total",,,35905,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","05","System Development & Demonstration",162,"0306250M","Cyber Operations Technology Development","Y","U",2016,"Total",,,0,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",163,"0604256N","Threat Simulator Development","Y","U",2016,"Total",,,30769,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",164,"0604258N","Target Systems Development","Y","U",2016,"Total",,,71152,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",165,"0604759N","Major T&E Investment","Y","U",2016,"Total",,,61234,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",166,"0605126N","Joint Theater Air and Missile Defense Organization","Y","U",2016,"Total",,,6995,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",167,"0605152N","Studies and Analysis Support - Navy","Y","U",2016,"Total",,,4011,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",168,"0605154N","Center for Naval Analyses","Y","U",2016,"Total",,,47071,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",169,"0605285N","Next Generation Fighter","Y","U",2016,"Total",,,5000,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",170,"0605502N","Small Business Innovative Research","Y","U",2016,"Total",,,0,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",171,"0605804N","Technical Information Services","Y","U",2016,"Total",,,925,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",172,"0605853N","Management, Technical  & International Support","Y","U",2016,"Total",,,83024,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",173,"0605856N","Strategic Technical Support","Y","U",2016,"Total",,,3258,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",174,"0605861N","RDT&E Science and Technology Management","Y","U",2016,"Total",,,76948,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",175,"0605863N","RDT&E Ship and Aircraft Support","Y","U",2016,"Total",,,132122,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",176,"0605864N","Test and Evaluation Support","Y","U",2016,"Total",,,351912,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",177,"0605865N","Operational Test and Evaluation Capability","Y","U",2016,"Total",,,17985,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",178,"0605866N","Navy Space and Electronic Warfare (SEW) Support","Y","U",2016,"Total",,,5316,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",179,"0605867N","SEW Surveillance/Reconnaissance Support","Y","U",2016,"Total",,,6519,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",180,"0605873M","Marine Corps Program Wide Support","Y","U",2016,"Total",,,13627,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",181,"0605898N","Management HQ - R&D","Y","U",2016,"Total",,,0,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",182,"0606355N","Warfare Innovation Management","Y","U",2016,"Total",,,0,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",183,"0909980N","Judgment Fund Reimbursement","Y","U",2016,"Total",,,353,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","06","Management Support",184,"0909999N","Financing for Cancelled Account Adjustments","Y","U",2016,"Total",,,2,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",186,"0604402N","Unmanned Combat Air Vehicle (UCAV) Advanced Component and Prototype Development","Y","U",2016,"Total",,,0,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",187,"0605525N","Carrier Onboard Delivery (COD) Follow On","Y","U",2016,"Total",,,0,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",188,"0607658N","Cooperative Engagement Capability (CEC)","Y","U",2016,"Total",,,0,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",189,"0607700N","Deployable Joint Command and Control","Y","U",2016,"Total",,,0,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",190,"0101221N","Strategic Sub & Weapons System Support","Y","U",2016,"Total",,,96404,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",191,"0101224N","SSBN Security Technology Program","Y","U",2016,"Total",,,46481,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",192,"0101226N","Submarine Acoustic Warfare Development","Y","U",2016,"Total",,,4700,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",193,"0101402N","Navy Strategic Communications","Y","U",2016,"Total",,,16558,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",194,"0203761N","Rapid Technology Transition (RTT)","Y","U",2016,"Total",,,8632,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",195,"0204136N","F/A-18 Squadrons","Y","U",2016,"Total",,,135755,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",196,"0204163N","Fleet Telecommunications (Tactical)","Y","U",2016,"Total",,,41538,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",197,"0204228N","Surface Support","Y","U",2016,"Total",,,36045,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",198,"0204229N","Tomahawk and Tomahawk Mission Planning Center (TMPC)","Y","U",2016,"Total",,,25227,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",199,"0204311N","Integrated Surveillance System","Y","U",2016,"Total",,,49587,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",200,"0204413N","Amphibious Tactical Support Units (Displacement Craft)","Y","U",2016,"Total",,,11335,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",201,"0204460M","Ground/Air Task Oriented Radar (G/ATOR)","Y","U",2016,"Total",,,65598,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",202,"0204571N","Consolidated Training Systems Development","Y","U",2016,"Total",,,34325,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",203,"0204574N","Cryptologic Direct Support","Y","U",2016,"Total",,,1915,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",204,"0204575N","Electronic Warfare (EW) Readiness Support","Y","U",2016,"Total",,,46403,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",205,"0205601N","HARM Improvement","Y","U",2016,"Total",,,23708,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",206,"0205604N","Tactical Data Links","Y","U",2016,"Total",,,142361,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",207,"0205620N","Surface ASW Combat System Integration","Y","U",2016,"Total",,,24435,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",208,"0205632N","MK-48 ADCAP","Y","U",2016,"Total",,,47703,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",209,"0205633N","Aviation Improvements","Y","U",2016,"Total",,,106255,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",210,"0205675N","Operational Nuclear Power Systems","Y","U",2016,"Total",,,101323,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",211,"0206313M","Marine Corps Communications Systems","Y","U",2016,"Total",,,77909,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",212,"0206335M","Common Aviation Command and Control System (CAC2S)","Y","U",2016,"Total",,,13431,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",213,"0206623M","Marine Corps Ground Combat/Supporting Arms Systems","Y","U",2016,"Total",,,48590,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",214,"0206624M","Marine Corps Combat Services Support","Y","U",2016,"Total",,,19955,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",215,"0206625M","USMC Intelligence/Electronic Warfare Systems (MIP)","Y","U",2016,"Total",,,12671,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",216,"0206629M","Amphibious Assault Vehicle","Y","U",2016,"Total",,,45110,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",217,"0207161N","Tactical AIM Missiles","Y","U",2016,"Total",,,71016,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",218,"0207163N","Advanced Medium Range Air-to-Air Missile (AMRAAM)","Y","U",2016,"Total",,,32172,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",219,"0219902M","Global Combat Support System - Marine Corps (GCSS-MC)","Y","U",2016,"Total",,,0,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",223,"0303109N","Satellite Communications (SPACE)","Y","U",2016,"Total",,,47312,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",224,"0303138N","Consolidated Afloat Network Enterprise Services (CANES)","Y","U",2016,"Total",,,21667,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",225,"0303140N","Information Systems Security Program","Y","U",2016,"Total",,,28081,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",227,"0305160N","Navy Meteorological and Ocean Sensors-Space (METOC)","Y","U",2016,"Total",,,599,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",228,"0305192N","Military Intelligence Program (MIP) Activities","Y","U",2016,"Total",,,6207,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",229,"0305204N","Tactical Unmanned Aerial Vehicles","Y","U",2016,"Total",,,8550,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",230,"0305205N","UAS Integration and Interoperability","Y","U",2016,"Total",,,41831,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",231,"0305208M","Distributed Common Ground/Surface Systems","Y","U",2016,"Total",,,1105,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",232,"0305208N","Distributed Common Ground/Surface Systems","Y","U",2016,"Total",,,23149,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",233,"0305220N","MQ-4C Triton","Y","U",2016,"Total",,,227118,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",234,"0305231N","MQ-8 UAV","Y","U",2016,"Total",,,52770,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",235,"0305232M","RQ-11 UAV","Y","U",2016,"Total",,,635,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",236,"0305233N","RQ-7 UAV","Y","U",2016,"Total",,,688,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",237,"0305234N","Small (Level 0) Tactical UAS (STUASL0)","Y","U",2016,"Total",,,4647,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",238,"0305239M","RQ-21A","Y","U",2016,"Total",,,6251,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",239,"0305241N","Multi-Intelligence Sensor Development","Y","U",2016,"Total",,,39645,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",240,"0305242M","Unmanned Aerial Systems (UAS) Payloads (MIP)","Y","U",2016,"Total",,,9246,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",241,"0305421N","RQ-4 Modernization","Y","U",2016,"Total",,,129892,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",242,"0308601N","Modeling and Simulation Support","Y","U",2016,"Total",,,4757,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",243,"0702207N","Depot Maintenance (Non-IF)","Y","U",2016,"Total",,,24185,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",244,"0708011N","Industrial Preparedness","Y","U",2016,"Total",,,0,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","07","Operational Systems Development",245,"0708730N","Maritime Technology (MARITECH)","Y","U",2016,"Total",,,4321,,,
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","","07","Operational Systems Development",,"9999999999","Classified Programs","Y","U",2016,"Total",,,1527932,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","01","Basic Research",1,"0601102F","Defense Research Sciences","Y","U",2016,"Total",,,374721,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","01","Basic Research",2,"0601103F","University Research Initiatives","Y","U",2016,"Total",,,141754,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","01","Basic Research",3,"0601108F","High Energy Laser Research Initiatives","Y","U",2016,"Total",,,13778,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","02","Applied Research",4,"0602102F","Materials","Y","U",2016,"Total",,,133734,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","02","Applied Research",5,"0602201F","Aerospace Vehicle Technologies","Y","U",2016,"Total",,,122969,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","02","Applied Research",6,"0602202F","Human Effectiveness Applied Research","Y","U",2016,"Total",,,110221,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","02","Applied Research",7,"0602203F","Aerospace Propulsion","Y","U",2016,"Total",,,185926,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","02","Applied Research",8,"0602204F","Aerospace Sensors","Y","U",2016,"Total",,,152175,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","02","Applied Research",9,"0602601F","Space Technology","Y","U",2016,"Total",,,109122,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","02","Applied Research",10,"0602602F","Conventional Munitions","Y","U",2016,"Total",,,99851,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","02","Applied Research",11,"0602605F","Directed Energy Technology","Y","U",2016,"Total",,,115105,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","02","Applied Research",12,"0602788F","Dominant Information Sciences and Methods","Y","U",2016,"Total",,,169183,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","02","Applied Research",13,"0602890F","High Energy Laser Research","Y","U",2016,"Total",,,41855,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development",14,"0603112F","Advanced Materials for Weapon Systems","Y","U",2016,"Total",,,46665,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development",15,"0603199F","Sustainment Science and Technology (S&T)","Y","U",2016,"Total",,,18378,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development",16,"0603203F","Advanced Aerospace Sensors","Y","U",2016,"Total",,,42001,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development",17,"0603211F","Aerospace Technology Dev/Demo","Y","U",2016,"Total",,,100622,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development",18,"0603216F","Aerospace Propulsion and Power Technology","Y","U",2016,"Total",,,178594,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development",19,"0603270F","Electronic Combat Technology","Y","U",2016,"Total",,,46946,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development",20,"0603401F","Advanced Spacecraft Technology","Y","U",2016,"Total",,,61813,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development",21,"0603444F","Maui Space Surveillance System (MSSS)","Y","U",2016,"Total",,,12853,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development",22,"0603456F","Human Effectiveness Advanced Technology Development","Y","U",2016,"Total",,,25448,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development",23,"0603601F","Conventional Weapons Technology","Y","U",2016,"Total",,,43036,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development",24,"0603605F","Advanced Weapons Technology","Y","U",2016,"Total",,,35195,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development",25,"0603680F","Manufacturing Technology Program","Y","U",2016,"Total",,,52630,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","03","Advanced Technology Development",26,"0603788F","Battlespace Knowledge Development and Demonstration","Y","U",2016,"Total",,,46196,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",27,"0603260F","Intelligence Advanced Development","Y","U",2016,"Total",,,5032,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",28,"0603438F","Space Control Technology","Y","U",2016,"Total",,,4057,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",29,"0603742F","Combat Identification Technology","Y","U",2016,"Total",,,21790,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",30,"0603790F","NATO Research and Development","Y","U",2016,"Total",,,4736,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",31,"0603791F","International Space Cooperative R&D","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",32,"0603830F","Space Security and Defense Program","Y","U",2016,"Total",,,30771,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",33,"0603851F","Intercontinental Ballistic Missile - Dem/Val","Y","U",2016,"Total",,,39765,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",34,"0603859F","Pollution Prevention - Dem/Val","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",35,"0604015F","Long Range Strike - Bomber","Y","U",2016,"Total",,,736228,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",36,"0604257F","Advanced Technology and Sensors","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",37,"0604317F","Technology Transfer","Y","U",2016,"Total",,,7612,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",38,"0604327F","Hard and Deeply Buried Target Defeat System (HDBTDS) Program","Y","U",2016,"Total",,,54637,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",39,"0604422F","Weather System Follow-on","Y","U",2016,"Total",,,56044,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",40,"0604425F","Space Situation Awareness Systems","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",41,"0604776F","Deployment & Distribution Enterprise R&D","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",42,"0604857F","Operationally Responsive Space","Y","U",2016,"Total",,,18437,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",43,"0604858F","Tech Transition Program","Y","U",2016,"Total",,,266514,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",44,"0605230F","Ground Based Strategic Deterrent","Y","U",2016,"Total",,,75166,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",45,"0201184F","Counter Narco-Terrorism Program Office","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",46,"0207110F","Next Generation Air Dominance","Y","U",2016,"Total",,,8830,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",47,"0207455F","Three Dimensional Long-Range Radar (3DELRR)","Y","U",2016,"Total",,,8139,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",48,"0305164F","NAVSTAR Global Positioning System (User Equipment) (SPACE)","Y","U",2016,"Total",,,141861,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",49,"0305236F","Common Data Link Executive Agent (CDL EA)","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",50,"0306250F","Cyber Operations Technology Development","Y","U",2016,"Total",,,81732,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",51,"0306415F","Enabled Cyber Activities","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes",52,"0901410F","Contracting Information Technology System","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",53,"0604233F","Specialized Undergraduate Flight Training","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",54,"0604270F","Electronic Warfare Development","Y","U",2016,"Total",,,843,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",55,"0604281F","Tactical Data Networks Enterprise","Y","U",2016,"Total",,,59996,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",56,"0604287F","Physical Security Equipment","Y","U",2016,"Total",,,5973,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",57,"0604329F","Small Diameter Bomb (SDB)  - EMD","Y","U",2016,"Total",,,29083,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",58,"0604421F","Counterspace Systems","Y","U",2016,"Total",,,24134,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",59,"0604425F","Space Situation Awareness Systems","Y","U",2016,"Total",,,29288,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",60,"0604426F","Space Fence","Y","U",2016,"Total",,,240692,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",61,"0604429F","Airborne Electronic Attack","Y","U",2016,"Total",,,8358,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",62,"0604441F","Space Based Infrared System (SBIRS) High EMD","Y","U",2016,"Total",,,291510,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",63,"0604602F","Armament/Ordnance Development","Y","U",2016,"Total",,,37654,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",64,"0604604F","Submunitions","Y","U",2016,"Total",,,2506,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",65,"0604617F","Agile Combat Support","Y","U",2016,"Total",,,56178,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",66,"0604618F","Joint Direct Attack Munition","Y","U",2016,"Total",,,0,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",67,"0604706F","Life Support Systems","Y","U",2016,"Total",,,8187,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",68,"0604735F","Combat Training Ranges","Y","U",2016,"Total",,,11795,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",69,"0604800F","F-35 - EMD","Y","U",2016,"Total",,,586953,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",70,"0604853F","Evolved Expendable Launch Vehicle Program (SPACE) - EMD","Y","U",2016,"Total",,,227784,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",71,"0604932F","Long Range Standoff Weapon","Y","U",2016,"Total",,,16143,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",72,"0604933F","ICBM Fuze Modernization","Y","U",2016,"Total",,,142551,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration",73,"0605030F","Joint Tactical Network Center (JTNC)","Y","U",2016,"Total",,,0,,,
