"ID","SourceFiscalYear","AccountDSI","TreasuryAgencyCode","MainAccountCode","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","IncludeInTOA","Classified","FiscalYear","OriginType","PBtotal","PBtype","EnactedTotal","EnactedType","SpecialType","ActualTotal"
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support",149,"0605706A","Materiel Systems Analysis","Y","U",2015,"Total",,,,,,20578
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support",150,"0605709A","Exploitation of Foreign Items","Y","U",2015,"Total",,,,,,8418
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support",151,"0605712A","Support of Operational Testing","Y","U",2015,"Total",,,,,,48953
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support",152,"0605716A","Army Evaluation Center","Y","U",2015,"Total",,,,,,54468
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support",153,"0605718A","Army Modeling & Sim X-Cmd Collaboration & Integ","Y","U",2015,"Total",,,,,,1081
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support",154,"0605801A","Programwide Activities","Y","U",2015,"Total",,,,,,63687
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support",155,"0605803A","Technical Information Activities","Y","U",2015,"Total",,,,,,28781
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support",156,"0605805A","Munitions Standardization, Effectiveness and Safety","Y","U",2015,"Total",,,,,,62168
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support",157,"0605857A","Environmental Quality Technology Mgmt Support","Y","U",2015,"Total",,,,,,2512
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support",158,"0605898A","Management HQ - R&D","Y","U",2015,"Total",,,,,,48951
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support",159,"0303260A","Defense Military Deception Initiative","Y","U",2015,"Total",,,,,,0
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support",160,"0909999A","Financing for Cancelled Account Adjustments","Y","U",2015,"Total",,,,,,233
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",161,"0603778A","MLRS Product Improvement Program","Y","U",2015,"Total",,,,,,17852
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",162,"0603813A","TRACTOR PULL","Y","U",2015,"Total",,,,,,0
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",163,"0605024A","Anti-Tamper Technology Support","Y","U",2015,"Total",,,,,,0
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",164,"0607131A","Weapons and Munitions Product Improvement Programs","Y","U",2015,"Total",,,,,,0
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",165,"0607133A","TRACTOR SMOKE","Y","U",2015,"Total",,,,,,0
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",166,"0607134A","Long Range Precision Fires (LRPF)","Y","U",2015,"Total",,,,,,0
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",167,"0607135A","Apache Product Improvement Program","Y","U",2015,"Total",,,,,,86099
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",168,"0607136A","Blackhawk Product Improvement Program","Y","U",2015,"Total",,,,,,48406
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",169,"0607137A","Chinook Product Improvement Program","Y","U",2015,"Total",,,,,,35424
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",170,"0607138A","Fixed Wing Product Improvement Program","Y","U",2015,"Total",,,,,,819
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",171,"0607139A","Improved Turbine Engine Program","Y","U",2015,"Total",,,,,,49328
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",172,"0607140A","Emerging Technologies from NIE","Y","U",2015,"Total",,,,,,4916
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",173,"0607141A","Logistics Automation","Y","U",2015,"Total",,,,,,3513
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",174,"0607665A","Family of Biometrics","Y","U",2015,"Total",,,,,,1332
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",175,"0607865A","Patriot Product Improvement","Y","U",2015,"Total",,,,,,57962
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",176,"0202429A","Aerostat Joint Project - COCOM Exercise","Y","U",2015,"Total",,,,,,43248
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",177,"0203726A","Adv Field Artillery Tactical Data System","Y","U",2015,"Total",,,,,,1224
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",178,"0203728A","Joint Automated Deep Operation Coordination System (JADOCS)","Y","U",2015,"Total",,,,,,33996
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",179,"0203735A","Combat Vehicle Improvement Programs","Y","U",2015,"Total",,,,,,297423
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",180,"0203740A","Maneuver Control System","Y","U",2015,"Total",,,,,,43453
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",181,"0203744A","Aircraft Modifications/Product Improvement Programs","Y","U",2015,"Total",,,,,,40
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",182,"0203752A","Aircraft Engine Component Improvement Program","Y","U",2015,"Total",,,,,,372
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",183,"0203758A","Digitization","Y","U",2015,"Total",,,,,,5765
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",184,"0203801A","Missile/Air Defense Product Improvement Program","Y","U",2015,"Total",,,,,,4917
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",185,"0203802A","Other Missile Product Improvement Programs","Y","U",2015,"Total",,,,,,40468
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",186,"0203808A","TRACTOR CARD","Y","U",2015,"Total",,,,,,19347
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",187,"0205402A","Integrated Base Defense - Operational System Dev","Y","U",2015,"Total",,,,,,4196
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",188,"0205410A","Materials Handling Equipment","Y","U",2015,"Total",,,,,,802
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",189,"0205412A","Environmental Quality Technology - Operational System Dev","Y","U",2015,"Total",,,,,,270
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",190,"0205456A","Lower Tier Air and Missile Defense (AMD) System","Y","U",2015,"Total",,,,,,78720
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",191,"0205778A","Guided Multiple-Launch Rocket System (GMLRS)","Y","U",2015,"Total",,,,,,43791
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",192,"0208053A","Joint Tactical Ground System","Y","U",2015,"Total",,,,,,10209
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",194,"0303028A","Security and Intelligence Activities","Y","U",2015,"Total",,,,,,12518
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",195,"0303140A","Information Systems Security Program","Y","U",2015,"Total",,,,,,13627
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",196,"0303141A","Global Combat Support System","Y","U",2015,"Total",,,,,,5225
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",197,"0303142A","SATCOM Ground Environment (SPACE)","Y","U",2015,"Total",,,,,,9978
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",198,"0303150A","WWMCCS/Global Command and Control System","Y","U",2015,"Total",,,,,,2493
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",201,"0305179A","Integrated Broadcast Service (IBS)","Y","U",2015,"Total",,,,,,0
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",202,"0305204A","Tactical Unmanned Aerial Vehicles","Y","U",2015,"Total",,,,,,20290
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",203,"0305206A","Airborne Reconnaissance Systems","Y","U",2015,"Total",,,,,,0
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",204,"0305208A","Distributed Common Ground/Surface Systems","Y","U",2015,"Total",,,,,,20155
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",205,"0305219A","MQ-1C Gray Eagle UAS","Y","U",2015,"Total",,,,,,46472
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",206,"0305232A","RQ-11 UAV","Y","U",2015,"Total",,,,,,0
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",207,"0305233A","RQ-7 UAV","Y","U",2015,"Total",,,,,,16389
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",208,"0307665A","Biometrics Enabled Intelligence","Y","U",2015,"Total",,,,,,1973
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",209,"0310349A","Win-T Increment 2 - Initial Networking","Y","U",2015,"Total",,,,,,3123
,2017,"2040A",,,"Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development",210,"0708045A","End Item Industrial Preparedness Activities","Y","U",2015,"Total",,,,,,73419
,2017,"2040A",,,"Research, Development, Test & Eval, Army","","07","Operational Systems Development",,"9999999999","Classified Programs","Y","U",2015,"Total",,,,,,14302
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","01","Basic Research",1,"0601103N","University Research Initiatives","Y","U",2015,"Total",,,,,,129331
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","01","Basic Research",2,"0601152N","In-House Laboratory Independent Research","Y","U",2015,"Total",,,,,,18997
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","01","Basic Research",3,"0601153N","Defense Research Sciences","Y","U",2015,"Total",,,,,,486082
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","02","Applied Research",4,"0602114N","Power Projection Applied Research","Y","U",2015,"Total",,,,,,94944
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","02","Applied Research",5,"0602123N","Force Protection Applied Research","Y","U",2015,"Total",,,,,,159556
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","02","Applied Research",6,"0602131M","Marine Corps Landing Force Technology","Y","U",2015,"Total",,,,,,44629
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","02","Applied Research",7,"0602235N","Common Picture Applied Research","Y","U",2015,"Total",,,,,,44874
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","02","Applied Research",8,"0602236N","Warfighter Sustainment Applied Research","Y","U",2015,"Total",,,,,,46202
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","02","Applied Research",9,"0602271N","Electromagnetic Systems Applied Research","Y","U",2015,"Total",,,,,,102750
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","02","Applied Research",10,"0602435N","Ocean Warfighting Environment Applied Research","Y","U",2015,"Total",,,,,,62643
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","02","Applied Research",11,"0602651M","Joint Non-Lethal Weapons Applied Research","Y","U",2015,"Total",,,,,,5728
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","02","Applied Research",12,"0602747N","Undersea Warfare Applied Research","Y","U",2015,"Total",,,,,,88204
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","02","Applied Research",13,"0602750N","Future Naval Capabilities Applied Research","Y","U",2015,"Total",,,,,,171992
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","02","Applied Research",14,"0602782N","Mine and Expeditionary Warfare Applied Research","Y","U",2015,"Total",,,,,,34339
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","02","Applied Research",15,"0602898N","Science and Technology Management - ONR Headquarters","Y","U",2015,"Total",,,,,,0
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development",16,"0603114N","Power Projection Advanced Technology","Y","U",2015,"Total",,,,,,36651
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development",17,"0603123N","Force Protection Advanced Technology","Y","U",2015,"Total",,,,,,25148
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development",18,"0603271N","Electromagnetic Systems Advanced Technology","Y","U",2015,"Total",,,,,,62860
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development",19,"0603640M","USMC Advanced Technology Demonstration (ATD)","Y","U",2015,"Total",,,,,,125696
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development",20,"0603651M","Joint Non-Lethal Weapons Technology Development","Y","U",2015,"Total",,,,,,11163
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development",21,"0603673N","Future Naval Capabilities Advanced Technology Development","Y","U",2015,"Total",,,,,,257806
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development",22,"0603680N","Manufacturing Technology Program","Y","U",2015,"Total",,,,,,0
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development",23,"0603729N","Warfighter Protection Advanced Technology","Y","U",2015,"Total",,,,,,39374
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development",24,"0603747N","Undersea Warfare Advanced Technology","Y","U",2015,"Total",,,,,,9639
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development",25,"0603758N","Navy Warfighting Experiments and Demonstrations","Y","U",2015,"Total",,,,,,55363
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","03","Advanced Technology Development",26,"0603782N","Mine and Expeditionary Warfare Advanced Technology","Y","U",2015,"Total",,,,,,1931
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes",27,"0603207N","Air/Ocean Tactical Applications","Y","U",2015,"Total",,,,,,39669
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes",28,"0603216N","Aviation Survivability","Y","U",2015,"Total",,,,,,4280
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes",29,"0603237N","Deployable Joint Command and  Control","Y","U",2015,"Total",,,,,,2991
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes",30,"0603251N","Aircraft Systems","Y","U",2015,"Total",,,,,,14270
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes",31,"0603254N","ASW Systems Development","Y","U",2015,"Total",,,,,,7602
,2017,"1319N",,,"Research, Development, Test & Eval, Navy","NAVY","04","Advanced Component Development & Prototypes",32,"0603261N","Tactical Airborne Reconnaissance","Y","U",2015,"Total",,,,,,5870
